name,cr,type,size,ac,hp,align,legendary,str,dex,con,int,wis,cha,Action,Speed_Scraped,Skill,XP
hobgoblin-captain,3,humanoid (goblinoid),Medium,17,39,lawful evil,,15,14,14,12,10,13,"Multiattack. The hobgoblin makes two greatsword attacks.Greatsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) piercing damage.Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Leadership (Recharges after a Short or Long Rest). For 1 minute, the hobgoblin can utter a special command or war",30 ft.,,700
hobgoblin-iron-shadow,2,humanoid (goblinoid),Medium,15,32,lawful evil,,14,16,15,14,15,11,"Multiattack. The hobgoblin makes four attacks, each of which can be an Unarmed Strike or a Dart attack. It can also use Shadow Jaunt once, either before or after one of the attacks.Unarmed Strike. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage.Dart. Ranged Weapon Attack: +5 to hit, range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage.Shadow Ja",40 ft.,"Acrobatics +5, Athletics +4, Stealth +5",450
homunculus,0,construct,Tiny,13,5,neutral,,4,15,11,10,10,7,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must succeed on a DC 10 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is instead poisoned for 5 (1d10) minutes and unconscious while poisoned in this way.Monster Manual (SRD)","20 ft., fly 40 ft.",,10
hook-horror,3,monstrosity,Large,15,75,neutral,,18,10,15,6,12,7,"Multiattack. The hook horror makes two hook attacks.Hook. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) piercing damage.Monster Manual (BR+)","30 ft., climb 30 ft.",Perception +3,700
horned-devil,11,fiend (devil),Large,18,178,lawful evil,,22,17,21,12,16,17,"Multiattack. The devil makes three melee attacks: two with its fork and one with its tail. It can use Hurl Flame in place of any melee attack.Fork. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (2d8 + 6) piercing damage.Tail. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 10 (1d8 + 6) piercing damage. If the target is a creature other than an undead or a const","20 ft., fly 60 ft.",,7200
hunter-shark,2,beast,Large,12,45,unaligned,,18,13,15,1,10,4,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.A hunter shark is 15 to 20 feet long, and usually hunts alone in deep waters.Monster Manual (SRD)","0 ft., swim 40 ft.",Perception +2,450
hydra,8,monstrosity,Huge,15,172,unaligned,,20,12,20,2,10,7,"Multiattack. The hydra makes as many bite attacks as it has heads.Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 10 (1d10 + 5) piercing damage.The hydra is a reptilian horror with a crocodilian body and multiple heads on long, serpentine necks. Although its heads can be severed, the hydra magically regrows them in short order.Monster Manual (SRD)","30 ft., swim 30 ft.",Perception +6,3900
hyena,0,beast,Medium,11,5,unaligned,,11,13,12,2,12,5,"Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage.Monster Manual (SRD)",50 ft.,Perception +3,10
ice-devil,14,fiend (devil),Large,18,180,lawful evil,,21,14,18,18,15,18,"Multiattack. The devil makes three attacks: one with its bite, one with its claws, and one with its tail.Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage.Claws. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage.Tail. Melee Weapon Attack: +10 to hit, reach 1",40 ft.,,11500
scout,1,humanoid (any race),Medium,13,16,any alignment,,11,14,12,11,13,11,"Multiattack. The scout makes two melee attacks or two ranged attacks.Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Longbow. Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.Scouts are skilled hunters and trackers who offer their services for a fee. Most hunt wild game, but a few work as bounty h",30 ft.,"Nature +4, Perception +5, Stealth +6, Survival +5",100
imp,1,"fiend (devil, shapechanger)",Tiny,13,10,lawful evil,,6,17,13,11,12,14,"Sting (Bite in Beast Form). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage, and the target must make on a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one.Invisibility. The imp magically turns invisible until it attacks or until its concentration ends (as if concentrating on a spel","20 ft., fly 40 ft.","Deception +4, Insight +3, Persuasion +4, Stealth +5",200
invisible-stalker,6,elemental,Medium,14,104,neutral,,16,19,14,10,15,11,"Multiattack. The stalker makes two slam attacks.Slam. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.Monster Manual (SRD)","50 ft., fly 50 ft. (hover)","Perception +8, Stealth +10",2300
iron-golem,16,construct,Large,20,210,unaligned,,24,9,20,3,11,1,"Multiattack. The golem makes two melee attacks.Slam. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.Sword. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 23 (3d10 + 7) slashing damage.Poison Breath (Recharge 6). The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, ",30 ft.,,15000
jackal,0,beast,Small,12,3,unaligned,,8,15,11,3,12,6,"Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) piercing damage.Monster Manual (SRD)",40 ft.,Perception +3,10
shadow,1,undead,Medium,12,16,chaotic evil,,6,14,13,6,10,8,"Strength Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) necrotic damage, and the target's Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest. If a non-evil humanoid dies from this attack, a new shadow rises from the corpse 1d4 hours later.Monster Manua",40 ft.,Stealth +4 (+6 in dim light or darkness),100
camel,1,beast,Large,9,15,unaligned,,16,8,14,2,8,5,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.Monster Manual (SRD)",50 ft.,,25
killer-whale,3,beast,Huge,12,90,unaligned,,19,10,13,3,12,7,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 21 (5d6 + 4) piercing damage.Monster Manual (SRD)","0 ft., swim 60 ft.",Perception +3,700
knight,3,humanoid (any race),Medium,18,52,any alignment,,16,11,14,11,11,15,"Multiattack. The knight makes two melee attacks.Greatsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.Leadership (Recharges after a Short or Long Rest). For 1 minute, the knight can utter a special command or warning whenever a nonhostile cr",30 ft.,,700
cow,1,beast,Large,10,15,unaligned,,18,10,14,2,10,4,,,,
orc,1,humanoid (orc),Medium,13,15,chaotic evil,,16,12,16,7,11,10,"Greataxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 9 (1d12 + 3) slashing damage.Javelin. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Orcs are savage humanoids with stooped postures, piggish faces, and prominent teeth that resemble tusks. They gather in tribes that satisfy their bloodlust by slaying any",30 ft.,Intimidation +2,100
kraken,23,monstrosity (titan),Gargantuan,18,472,chaotic evil,Legendary,30,11,25,22,18,20,"Multiattack. The kraken makes three tentacle attacks, each of which it can replace with one use of Fling.Bite. Melee Weapon Attack: +17 to hit, reach 5 ft., one target. Hit: 23 (3d8 + 10) piercing damage. If the target is a Large or smaller creature grappled by the kraken, that creature is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover ","20 ft., swim 60 ft.",,50000
aarakocra,1,humanoid (aarakocra),Medium,12,13,neutral good,,10,14,10,11,12,11,,"20 ft., fly 50 ft.",Perception +5,50
kuo-toa-archpriest,6,humanoid (kuo-toa),Medium,13,97,neutral evil,,16,14,16,13,16,14,"Multiattack. The kuo-toa makes two melee attacks.Scepter. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage plus 14 (4d6) lightning damage.Unarmed Strike. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage.Monster Manual (BR+)","30 ft., swim 30 ft.","Perception +9, Religion +6",2300
kuo-toa-whip,1,humanoid (kuo-toa),Medium,11,65,neutral evil,,14,10,14,12,14,11,"Multiattack. The kuo-toa makes two attacks: one with its bite and one with its pincer staff.Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Pincer Staff. Melee Weapon Attack: +4 to hit, reach 10 ft., one target. Hit: 5 (1d6 + 2) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 14). Until this grapple ends, the","30 ft., swim 30 ft.","Perception +6, Religion +4",200
lamia,4,monstrosity,Large,13,97,chaotic evil,,16,13,15,14,15,16,"Multiattack. The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage.Intoxicating Touch. Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit: The target is",30 ft.,"Deception +7, Insight +4, Stealth +3",1100
lemure,0,fiend (devil),Medium,7,13,lawful evil,,10,5,11,1,11,3,"Fist. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.Monster Manual (SRD)",15 ft.,,10
lich,21,undead,Medium,17,135,any evil alignment,Legendary,11,16,16,20,14,16,"Paralyzing Touch. Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.Legendary actionsThe lich can take 3 legendary actions, choosing from the options below. Onl",30 ft.,"Arcana +19, History +12, Insight +9, Perception +9",33000
lion,1,beast,Large,12,26,unaligned,,17,15,13,3,12,8,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.Monster Manual (SRD)",50 ft.,"Perception +3, Stealth +6",200
lizard,0,beast,Tiny,10,2,unaligned,,2,11,10,1,8,3,"Bite. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.Monster Manual (SRD)","20 ft., climb 20 ft.",,10
lizard-king-queen,4,humanoid (lizardfolk),Medium,15,78,chaotic evil,,17,12,15,11,11,15,"Multiattack. The lizardfolk makes two attacks: one with its bite and one with its claws or trident or two melee attacks with its trident.Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) slashing damage.Trident. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or rang","30 ft., swim 30 ft.","Perception +4, Stealth +5, Survival +4",1100
constrictor-snake,1,beast,Large,12,13,unaligned,,15,14,12,1,10,3,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage.Constrict. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.Monster Manual (SRD)","30 ft., swim 30 ft.",,50
lizardfolk-shaman,2,humanoid (lizardfolk),Medium,13,27,neutral,,15,10,13,10,15,8,"Multiattack (Lizardfolk Form Only). The lizardfolk makes two attacks: one with its bite and one with its claws.Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 7 (1d10 + 2) piercing damage in crocodile form. If the lizardfolk is in crocodile form and the target is a Large or smaller creature, the target is grappled (escape DC 12). Until this grapp","30 ft., swim 30 ft.","Perception +4, Stealth +4, Survival +6",450
mage,6,humanoid (any race),Medium,12,40,any alignment,,9,14,11,17,12,11,"Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Mages spend their lives in the study and practice of magic. Good-aligned mages offer counsel to nobles and others in power, while evil mages dwell in isolated sites to perform unspeakable experiments without interference.Monster Manual (SRD)",30 ft.,"Arcana +6, History +6",2300
drow,1,humanoid (elf),Medium,15,13,neutral evil,,10,14,10,11,11,12,"Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the target is also unconscious while poisoned in this ",30 ft.,"Perception +2, Stealth +4",50
mammoth,6,beast,Huge,13,126,unaligned,,24,9,21,3,11,6,"Gore. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage.Stomp. Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.A mammoth is an elephantine creature with thick fur and long tusks.Monster Manual (SRD)",40 ft.,,2300
elk,1,beast,Large,10,13,unaligned,,16,10,12,2,10,6,,50 ft.,,50
manticore,3,monstrosity,Large,14,68,lawful evil,,17,16,17,7,12,8,"Multiattack. The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.Tail Spike. Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 +","30 ft., fly 50 ft.",,700
marilith,16,fiend (demon),Large,18,189,chaotic evil,,18,20,20,18,16,20,"Multiattack. The marilith makes seven attacks: six with its longswords and one with its tail.Longsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.Tail. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the targ",40 ft.,,15000
medusa,6,monstrosity,Medium,15,127,lawful evil,,10,15,16,12,13,15,"Multiattack. The medusa makes either three melee attacks -one with its snake hair and two with its shortsword- or two ranged attacks with its longbow.Snake Hair. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage.Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Longbow. Ranged ",30 ft.,"Deception +5, Insight +4, Perception +4, Stealth +5",2300
giant-badger,1,beast,Medium,10,13,unaligned,,13,10,15,2,12,5,"Multiattack. The badger makes two attacks: one with its bite and one with its claws.Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage.Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.Monster Manual (SRD)","30 ft., burrow 10 ft.",,50
merrow,2,monstrosity,Large,13,45,chaotic evil,,18,10,15,8,10,9,"Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon.Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.Harpoon. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4)","10 ft., swim 40 ft.",,450
mezzoloth,5,fiend (yugoloth),Medium,18,75,neutral evil,,18,11,16,7,10,11,"Multiattack. The mezzoloth makes two attacks: one with its claws and one with its trident.Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.Trident. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 7 (1d6 + 4) piercing damage, or 8 (1d8 + 4) piercing damage when held with two claws and used to make a melee att",40 ft.,Perception +3,1800
mimic,2,monstrosity (shapechanger),Medium,12,58,neutral,,17,12,15,5,13,8,"Pseudopod. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait.Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.Monster Manual (SRD)",15 ft.,Stealth +5,450
mindwitness,5,aberration,Large,15,75,lawful evil,,10,14,14,15,15,10,Multiattack.Bite.Tentacles.Eye Ray.Monsters of the Multiverse,"0 ft., fly 20 ft. (hover)",Perception +8,1800
minotaur,3,monstrosity,Large,14,76,chaotic evil,,18,11,16,6,16,9,"Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.Their fur stained with the blood of fallen foes, minotaurs are massive, bull-headed humanoids whose roar is a savage battle cry that all civilized creatures fear.Monster Manual (SRD)",40 ft.,Perception +7,700
minotaur-skeleton,2,undead,Large,12,67,lawful evil,,18,11,15,6,8,5,"Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.Monster Manual (SRD)",40 ft.,,450
giant-crab,1,beast,Medium,15,13,unaligned,,13,15,11,1,9,3,"Claw. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage, and the target is grappled (escape DC 11). The crab has two claws, each of which can grapple only one target.Monster Manual (SRD)","30 ft., swim 30 ft.",Stealth +4,25
giant-wasp,1,beast,Medium,12,13,unaligned,,10,14,10,1,10,3,"Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 10 (3d6) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paral","10 ft., fly 50 ft.",,100
kenku,1,humanoid (kenku),Medium,13,13,chaotic neutral,,10,16,10,11,10,10,"Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Shortbow. Ranged Weapon Attack: +5 to hit, range 80/320 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Monster Manual (BR+)",30 ft.,"Deception +4, Perception +2, Stealth +5",50
kobold-inventor,1,humanoid (kobold),Small,12,13,lawful evil,,7,15,12,8,7,8,"Dagger. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Sling. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.Weapon Invention. The kobold uses one of the following options (choose one or roll a d8); the kobold can use each one no more than once per day: 1- Acid. The kobold hu",30 ft.,,50
mummy,3,undead,Medium,11,58,lawful evil,,16,8,15,6,10,12,"Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist.Rotting Fist. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit po",20 ft.,,700
mummy-lord,15,undead,Medium,17,97,lawful evil,Legendary,18,10,17,11,18,16,"Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist.Rotting Fist. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit po",20 ft.,"History +5, Religion +5",13000
nalfeshnee,13,fiend (demon),Large,18,184,chaotic evil,,21,10,22,19,12,15,"Multiattack. The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 32 (5d10 + 5) piercing damage.Claw. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) slashing damage.Horror Nimbus (Recharge 5-6). The nalfeshnee magically emits scintillating","20 ft., fly 30 ft.",,10000
narzugon,13,fiend (devil),Medium,20,112,lawful evil,,20,10,17,16,14,19,"Multiattack. The narzugon makes three Hellfire Lance attacks. It also uses Infernal Command or Terrifying Command.Hellfire Lance. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 11 (1d12 + 5) piercing damage plus 16 (3d10) fire damage. If this damage kills a creature with a soul, the soul rises from the River Styx as a lemure in Avernus in 1d4 hours. If the creature isn't revived b",30 ft.,Perception +12,10000
panther,1,beast,Medium,12,13,unaligned,,14,15,10,3,14,7,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.Monster Manual (SRD)","50 ft., climb 40 ft.","Perception +4, Stealth +6",50
pteranodon,1,beast,Medium,13,13,unaligned,,12,15,10,2,9,5,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) piercing damage.These flying reptilian cousins to the dinosaurs have no teeth, instead using their sharp beaks to stab prey too large to swallow with one gulp.Monster Manual (BR)","10 ft., fly 60 ft.",Perception +1,50
riding-horse,1,beast,Large,10,13,unaligned,,16,10,12,2,11,7,"Hooves. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (2d4 + 3) bludgeoning damage.Monster Manual (SRD)",60 ft.,,50
night-hag,5,fiend,Medium,17,112,neutral evil,,18,15,16,16,14,16,"Claws (Hag Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.Change Shape. The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.Etherealness. The hag magically ",30 ft.,"Deception +7, Insight +6, Perception +6, Stealth +6",1800
nightmare,3,fiend,Large,13,68,neutral evil,,18,15,16,10,13,15,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 7 (2d6) fire damage.Ethereal Stride. The nightmare and up to three willing creatures within 5 feet of it magically enter the Ethereal Plane from the Material Plane, or vice versa.Monster Manual (SRD)","60 ft., fly 90 ft.",,700
nilbog,1,humanoid (goblinoid),Small,13,7,chaotic evil,,8,14,10,10,8,15,"Fool's Scepter. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.Mocking Word. The nilbog targets one creature it can see within 60 feet of it. The target must succeed on a DC 12 Wisdom saving throw or take 5 (2d4) psychic damage and have disadvantage on its next attack roll before the end of its next turn.Spellcasting. The nilbog casts one of the follow",30 ft.,Stealth +6,200
skeleton,1,undead,Medium,13,13,lawful evil,,10,14,15,6,8,5,"Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Monster Manual (SRD)",30 ft.,,50
nothic,2,aberration,Medium,15,45,neutral evil,,14,16,16,13,10,8,"Multiattack. The nothic makes two claw attacks.Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.Rotting Gaze. The nothic targets one creature it can see within 30 feet of it. The target must succeed on a DC 12 Constitution saving throw against this magic or take 10 (3d6) necrotic damage.Weird Insight. The nothic targets one creature it can see within ",30 ft.,"Arcana +3, Insight +4, Perception +2, Stealth +5",450
troglodyte,1,humanoid (troglodyte),Medium,11,13,chaotic evil,,14,10,14,6,10,6,"Multiattack. The troglodyte makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.Monster Manual (BR+)",30 ft.,Stealth +2,50
nycaloth,9,fiend (yugoloth),Large,18,123,neutral evil,,20,11,19,12,10,15,"Multiattack. The nycaloth makes two melee attacks, or it makes one melee attack and teleports before or after the attack.Claw. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or take 5 (2d4) slashing damage at the start of each of its turns due to a fiendish wound. Each tim","40 ft., fly 60 ft.","Intimidation +6, Perception +4, Stealth +4",5000
bandit,1,humanoid (any race),Medium,12,11,any non-lawful alignment,,11,12,12,10,10,10,"Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage.Light Crossbow. Ranged Weapon Attack: +3 to hit, range 80 ft./320 ft., one target. Hit: 5 (1d8 + 1) piercing damage.Bandits rove in gangs and are sometimes led by thugs, veterans, or spellcasters. Not all bandits are evil. Oppression, drought, disease, or famine can often drive otherwise honest folk",30 ft.,,25
ochre-jelly,2,ooze,Large,8,45,unaligned,,15,6,14,2,6,1,"Pseudopod. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.ReactionsSplit. When a jelly that is Medium or larger is subjected to lightning or slashing damage, it splits into two new jellies if it has at least 10 hit points. Each new jelly has hit points equal to half the original jelly's, rounded down. New jellies are one size s","10 ft., climb 10 ft.",,450
octopus,0,beast,Small,12,3,unaligned,,4,15,11,3,10,4,,"5 ft., swim 30 ft.","Perception +2, Stealth +4",10
ogre,2,giant,Large,11,59,chaotic evil,,19,8,16,5,7,7,"Greatclub. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.Javelin. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 11 (2d6 + 4) piercing damage.Ogres are hulking giants notorious for their quick tempers. When its rage is incited, an ogre lashes out in a frustrated tantrum until it runs out of objects or crea",40 ft.,,450
